"","facebook_S_alphas","facebook_S_gammas","facebook_S_scales","facebook_S_shapes","newsletter_alphas","newsletter_gammas","newsletter_scales","newsletter_shapes","ooh_S_alphas","ooh_S_gammas","ooh_S_scales","ooh_S_shapes","print_S_alphas","print_S_gammas","print_S_scales","print_S_shapes","search_S_alphas","search_S_gammas","search_S_scales","search_S_shapes","tv_S_alphas","tv_S_gammas","tv_S_scales","tv_S_shapes","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"97",1.939685,0.3863436,0.077746,1.460928,1.1126175,0.6446688,0.0483523,0.893574,0.56727075,0.7773685,0.0260368,0.82382,2.3235575,0.6215499,0.0309337,0.561726,1.485645,0.5737147,0.0711905,1.06765,2.4815525,0.7610893,0.0221223,1.082972,0.5822357,0.925481046466675,0.888442536891004,0.857831638821512,0.0568342341747907,0.46184398519979,0.631093921580184,0.46184398519979,0.256041041039366,0,51189.8958756461,0.000681819,65481090.2533626,1e-04,1,0.15512490272522,333.386377096176,"5_264_7",5,264,7,1848,TRUE,TRUE,3,0.0742402098466996,7,FALSE
"98",1.9541575,0.8753069,0.0315132,1.616024,0.8629525,0.3004338215,0.0172189,1.914484,0.66506375,0.7435193,0.036746,1.112644,1.7629925,0.5438044,0.0574424,1.746262,2.2254175,0.6891405,0.0769262,1.361272,1.75487,0.7310222,0.0170018,1.563436,0.5941028,0.927786439670789,0.89180353472851,0.855630428095066,0.0569209050397625,0.461982006570456,0.625201982398848,0.461982006570456,0.131204677881488,0,10491.5424868765,6.02285e-05,65481090.2533626,1e-04,1,0.150319814682007,335.272952079773,"5_266_4",5,266,4,1859,TRUE,TRUE,1,0.0590756311509034,6,FALSE
"99",2.30201,0.5321207,0.0547553,1.528998,0.8979925,0.4748586,0.0291773,1.574334,0.593567,0.6947153,0.0368001,1.699476,2.716225,0.6920504,0.0664933,1.643648,2.83528,0.3719516,0.0810648,0.738054,2.3981825,0.7080153,0.0206777,1.367102,0.5978279,0.633879028455903,0.479916901374328,0.680256994449668,0.128074362520232,1.01964334955947,0.920192754553152,1.01964334955947,0.0305291178158885,0,1822700.60138761,0.0277383,65481090.2533626,1e-04,1,0.166077852249146,337.367046117783,"5_268_2",5,268,2,1871,FALSE,TRUE,4,0.0908096664961764,4,FALSE
"100",1.939685,0.3863436,0.077746,1.460928,1.1126175,0.6446688,0.0483523,0.893574,0.56727075,0.7773685,0.0260368,0.82382,2.3235575,0.6215499,0.0309337,0.561726,1.485645,0.5737147,0.0711905,1.06765,2.4815525,0.7610893,0.0221223,1.30533,0.5822357,0.924116607126452,0.8845602882175,0.857107833127728,0.0573521903743388,0.469811446893783,0.632698390553697,0.469811446893783,0.227603423110539,0,51189.8958756461,0.000681819,65481090.2533626,1e-04,1,0.148658990859985,338.546300172806,"5_269_2",5,269,2,1878,TRUE,TRUE,3,0.0705521321000977,7,FALSE
"101",1.939685,0.3863436,0.077746,1.460928,1.1126175,0.6446688,0.0483523,0.893574,0.56727075,0.7773685,0.0260368,0.82382,2.3235575,0.6215499,0.0309337,0.561726,1.485645,0.35909169,0.0887012,1.06765,2.4815525,0.7610893,0.0221223,1.082972,0.5822357,0.925481046466675,0.888442536891004,0.857831638821512,0.0568342341747907,0.46184398519979,0.631093921580184,0.46184398519979,0.256041041039366,0,51189.8958756461,0.000681819,65481090.2533626,1e-04,1,0.148739099502563,343.660106182098,"5_273_4",5,273,4,1908,TRUE,TRUE,3,0.0742402098466996,NA,NA
"102",1.8623325,0.8778731,0.04476,1.6732,0.89187,0.5386601,0.03175,1.370288,0.54362025,0.7794629,0.0326603,1.180132,2.0612575,0.6109407,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.466285,0.7449025,0.0260286,1.735186,0.5815688,0.926715640043907,0.879986085328793,0.866960279180483,0.0563614669545131,0.479028969319271,0.610496503699833,0.479028969319271,0.123553652387879,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.182631969451904,343.851833105087,"5_273_5",5,273,5,1909,TRUE,TRUE,2,0.0567261951051535,6,FALSE
"103",1.939685,0.3863436,0.077746,1.726308,0.8349725,0.5205133,0.0148754,1.674746,0.56855275,0.7038524,0.0260368,0.82382,2.3235575,0.6215499,0.0309337,0.561726,1.485645,0.5737147,0.0711905,1.06765,2.4815525,0.7610893,0.0221223,1.082972,0.5822357,0.92508766714886,0.887594390579738,0.864319673985284,0.0569840483033158,0.463596308868648,0.616525377640762,0.463596308868648,0.257662161797126,0,51189.8958756461,0.000681819,65481090.2533626,1e-04,1,0.152573108673096,348.856343984604,"5_277_6",5,277,6,1938,TRUE,TRUE,5,0.0731384096637909,7,FALSE
"104",1.888675,0.9945183,0.0359164,1.736372,0.90447,0.4867243,0.0215809,1.490508,0.5190671,0.7849299,0.0268882,1.090912,2.9258625,0.6764691,0.0487136,1.503372,1.918335,0.6272206,0.0783045,1.267484,1.7192,0.7162431,0.0163138,1.65128,0.5863442,0.925766568890911,0.883933177532591,0.850353325588755,0.0567762699767103,0.488208786517587,0.636050720102659,0.488208786517587,0.0943461995956361,0,28821.304246539,0.000340181,65481090.2533626,1e-04,1,0.161534070968628,351.754353046417,"5_280_2",5,280,2,1955,TRUE,TRUE,1,0.0575530043327365,3,FALSE
"105",1.728035,0.8190598,0.0340387,1.779024,0.88232,0.6517689,0.054569,1.070868,0.57404925,0.8584775,0.0306101,0.808668,2.5398175,0.652086,0.0244708,0.0880612,1.1508475,0.6089751,0.070708,1.100828,2.466285,0.7449025,0.0260286,1.735186,0.5815688,0.927274816495197,0.880574003742862,0.866222308350323,0.0561460297579319,0.477854206755518,0.612187373034047,0.477854206755518,0.113600770011297,0,17735.220245202,0.000170862,65481090.2533626,1e-04,1,0.161720991134644,354.093674182892,"5_282_2",5,282,2,1969,TRUE,TRUE,1,0.0560992649321949,6,TRUE
"106",1.888675,0.9945183,0.0359164,1.657478,0.951415,0.675277,0.0367677,1.016468,0.5986395,0.8002494,0.0251105,1.104176,2.5114725,0.6764691,0.0487136,1.503372,1.918335,0.6272206,0.0783045,1.267484,1.7192,0.7162431,0.0163138,1.65128,0.5863442,0.925982906251621,0.883085619992793,0.84925678005726,0.0566934785026212,0.489988073555368,0.63837681779048,0.489988073555368,0.104345164355824,0,28821.304246539,0.000340181,65481090.2533626,1e-04,1,0.163513898849487,356.767584085464,"5_284_4",5,284,4,1985,TRUE,TRUE,2,0.0584974360863116,3,FALSE
"107",1.6096475,0.9391476,0.059153,1.804554,0.60611325,0.4917013,0.0120049,1.591248,0.57243475,0.7640839,0.0329058,1.439518,1.8224375,0.6120446,0.0487701,1.451442,2.316855,0.6829693,0.0651228,1.092184,2.528125,0.7374986,0.0368439,1.580672,0.5867468,0.926667654635905,0.88837912227772,0.856953333507289,0.0564306272582548,0.478767057683182,0.621866389018133,0.478767057683182,0.12444530913679,0,15910.313806555,0.00014299,65481090.2533626,1e-04,1,0.151401996612549,357.44668006897,"5_285_1",5,285,1,1989,TRUE,TRUE,2,0.0581105717630181,6,FALSE
